Order,Year,No.,Title,Art,Text,Schedule,Schedule_Name,Link,Part_Number,Part_Title
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,,71,"[""Any additional expenses that Network Rail may reasonably incur in altering, reconstructing or maintaining railway property under any powers existing at the date on which this Order is made by reason of the existence of a specified work must, provided that 56 days' previous notice of the commencement of such alteration, reconstruction or maintenance has been given to the undertaker, be paid by the undertaker to Network Rail.""]",9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/6/made,PART 6,For the protection of Network Rail Infrastructure Limited
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,,72,"['The undertaker must-', 'pay to Network Rail all reasonable costs, charges, damages and expenses not otherwise provided for in this Part which may be occasioned to or reasonably incurred by Network Rail-', 'by reason of the construction or maintenance of a specified work or its failure; or', 'by reason of any act or omission of the undertaker or of any person in its employ or of its contractors or others whilst engaged on a specified work;', 'by reason of any act or omission of the undertaker or any person in its employ or of its contractors or others whilst access to or egressing from the authorised development;', 'in respect of any damage caused to or additional maintenance required to, railway property or any such interference or obstruction or delay to the operation of the railway as a result of access to or egress from the authorised development by the undertaker or any person in its employ or of its contractors or others;', 'in respect of costs incurred by Network Rail in complying with any railway operational procedures or obtaining any regulatory consents which procedures are required to be followed or consents obtained to facilitate the carrying out or operation of the authorised development;', 'and the undertaker must indemnify Network Rail and keep Network Rail indemnified from and against all claims and demands arising out of or in connection with a specified work or any such failure, act or omission.', ""The fact that any act or thing may have been done by Network Rail on behalf of the undertaker or in accordance with plans approved by the engineer or in accordance with any requirement of the engineer or under the engineer's supervision does not (if it was done without negligence on the part of Network Rail or its employees, contractors or agents) excuse the undertaker from any liability under this Part."", 'Network Rail must give the undertaker reasonable written notice of any claim or demand made against Network Rail that the undertaker may be liable to pay under this Part and no settlement or compromise of such a claim or demand is to be made without the prior written consent of the undertaker.', 'The sums payable by the undertaker under sub-paragraph (1) if relevant include a sum equivalent to the relevant costs.', 'Subject to the terms of any agreement between Network Rail and a train operator regarding the timing or method of payment of the relevant costs in respect of that train operator, Network Rail must promptly pay to each train operator the amount of any sums which Network Rail receives under sub-paragraph (1) which relates to the relevant costs of that train operator.', 'The obligation under sub-paragraph (4) to pay Network Rail the relevant costs is, in the event of default, enforceable directly by any train operator concerned to the extent that such sums would be payable to that train operator under sub-paragraph (5).', 'In this paragraph-', '""relevant costs"" means the costs, losses and expenses (including loss of revenue) reasonably incurred by each train operator as a consequence of any specified work including but not limited to any restriction of the use of Network Rail\'s railway network as a result of the construction, maintenance or failure of a specified work or any such act or omission as mentioned in sub-paragraph (1).', '""train operator"" means any person who is authorised to act as the operator of a train by a licence under section 8 of the Railways Act 1993.']",9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/6/made,PART 6,For the protection of Network Rail Infrastructure Limited
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,,73,"['Network Rail must, on receipt of a request from the undertaker, provide the undertaker free of charge with written estimates of the costs, charges, expenses and other liabilities for which the undertaker is or will become liable under this Part (including the amount of the relevant costs mentioned in paragraph 72) and with such information as may enable the undertaker to assess the reasonableness of any such estimate or claim made or to be made under this Part (including any claim relating to those relevant costs).']",9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/6/made,PART 6,For the protection of Network Rail Infrastructure Limited
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,,74,['In the assessment of any sums payable to Network Rail under this Part there must not be taken into account any increase in the sums claimed that is attributable to any action taken by or any agreement entered into by Network Rail if that action or agreement was not reasonably necessary and was taken or entered into with a view to obtaining the payment of those sums by the undertaker under this Part or increasing the sums so payable.'],9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/6/made,PART 6,For the protection of Network Rail Infrastructure Limited
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,,75,"['The undertaker and Network Rail may, subject in the case of Network Rail to compliance with the terms of its network licence, enter into, and carry into effect, agreements for the transfer to the undertaker of-', 'any railway property shown on the works plan or the land plans and described in the book of reference;', 'any lands, works or other property held in connection with any such railway property; and', 'any rights and obligations (whether or not statutory) of Network Rail relating to any railway property or any lands, works or other property referred to in this paragraph.']",9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/6/made,PART 6,For the protection of Network Rail Infrastructure Limited
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,,76,"['Nothing in this Order, or in any enactment incorporated with or applied by this Order, prejudices or affects the operation of Part 1 of the Railways Act 1993.']",9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/6/made,PART 6,For the protection of Network Rail Infrastructure Limited
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,,77,"[""The undertaker must give written notice to Network Rail where any application is proposed to be made by the undertaker for the Secretary of State's consent under article 6 (benefit of the order) and any such notice must be given no later than 28 days before any such application is made and must describe or give (as appropriate)-"", 'the nature of the application to be made;', 'the extent of the geographical area to which the application relates; and', 'the name and address of the person acting for the Secretary of State to whom the application is to be made.']",9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/6/made,PART 6,For the protection of Network Rail Infrastructure Limited
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,,78,"['The undertaker must, no later than 28 days from the date that the documents referred to in article 40 (certification of plans etc.) are certified by the Secretary of State, provide a set of those documents to Network Rail in an electronic format.']",9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/6/made,PART 6,For the protection of Network Rail Infrastructure Limited
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,Application,79,['The provisions of this Part apply for the protection of the Company unless otherwise agreed in writing between the undertaker and the Company.'],9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/7/made,PART 7,For the protection of Rhyl Flats Wind Farm Limited
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,Interpretation,80,"['In this Part-', '""apparatus"" means the cables, anchors, moorings, vessels, stabilisation systems, structures or other infrastructure owned, occupied or maintained by the Company or its successor in title within the Rhyl Flats Lease Area;', '""Company"" means Rhyl Flats Wind Farm Limited (company number 05485961) whose registered office is at Windmill Hill Business Park, Whitehill Way, Swindon, Wiltshire, SN5 6PB;', '""construction"" includes execution, placing and relaying, and ""construct"" and ""constructed"" must be construed accordingly;', '""method statement"" means a written statement setting out the methodology for implementation of the specified works including-', 'construction methods and programmes;', 'vessel handling and positioning systems;', 'trenching/cable burial details;', 'scour protection and mattress laying;', 'securing access by the Company to apparatus throughout the duration of the specified works (subject to paragraph 84 of this Part);', 'such further particulars available to it that the Company may reasonably require;', '""plans"" includes sections, drawings, calculations and details of the specified works including the extent, timing and duration of any proposed occupation of the Rhyl Flats Restriction Zone;', '""Rhyl Flats Restriction Zone"" means the 250m restriction zone around the perimeter of the Rhyl Flats Lease Area;', '""Rhyl Flats Lease Area"" means the land leased by the Crown Estate Commissioners to the Company for the operation of the Rhyl Flats Offshore Wind Farm;', '""Rhyl Flats Offshore Wind Farm"" means the offshore wind farm operated by the Company within the Rhyl Flats Lease Area;', '""specified works"" means works for the construction, maintenance or replacement of so much of Work No. 2 as is within 250 metres of the perimeter of the Rhyl Flats Lease Area, including survey works.']",9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/7/made,PART 7,For the protection of Rhyl Flats Wind Farm Limited
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,Consent for specified works,81,"['Where conditions are included in any consent granted by the Company pursuant to this Part, the undertaker must comply with the conditions if it chooses to implement or rely on the consent, unless the conditions are waived or varied in writing by the Company.', 'The undertaker must not under the powers of this Order carry out any specified works without the consent of the Company, which must not be unreasonably withheld or delayed but which may be made subject to reasonable conditions (including in relation to co-ordination of works between the undertaker and the Company) and if the Company does not respond within 56 days then consent is deemed to be given.', 'Any application for consent pursuant to sub-paragraph (1) must be accompanied by-', 'plans of the specified works;', 'a method statement;', 'such further particulars available to the undertaker that the Company may reasonably require.', 'Any approval of the Company required under this paragraph may be made subject to such reasonable conditions as may be required for the protection of any apparatus or for the alteration of any apparatus required as a direct consequence of the specified works or for securing access to any apparatus.', ""Where the Company requires any protective works to be carried out either by themselves or by the undertaker (whether of a temporary or permanent nature) such protective works must be carried out to the Company's reasonable satisfaction."", 'Nothing in this paragraph precludes the undertaker from submitting at any time or from time to time, but in no case less than 56 days before commencing the execution of any specified works, new plans or a revised method statement instead of the plans or method statement previously submitted, and the provisions of this paragraph shall apply to and in respect of the new plans or method statement.', 'The specified works must be carried out in accordance with the consent given, or deemed to be given, in terms of sub-paragraph (1).', ""The undertaker must give to the Company not less than 28 days' written notice of its intention to commence the undertaking of the specified works and, not more than 14 days after completion of their implementation, must give the Company written notice of the completion."", 'The undertaker is not required to comply with paragraph 82 or sub-paragraph (1) in a case of emergency, but in that case it must give to the Company notice as soon as is reasonably practicable and a plan, sections and description of those works as soon as reasonable practicable subsequently and must comply with paragraph 82 in so far as is reasonably practicable in the circumstances.', 'The Company is entitled to have not more than two representatives present while any specified works are being carried out by the undertaker and the following provisions shall apply to such representatives-', 'any representatives must be suitably qualified and must comply with the Marine Labour Convention (2006) standards, guidelines and regulations;', 'the representatives may be located on any vessel carrying out specified works and must have full and free access at all times to all activities related to the specified works;', ""the undertaker must afford the representatives its full cooperation in the execution of the representatives' duties; and"", ""the representatives' only function is to safeguard the interests of the Company and they shall have no duty to ensure or procure the doing of anything for the benefit of the undertaker or to prevent anything which may be to the detriment of the undertaker, provided however that the representatives must act in good faith at all times."", 'The undertaker must not exercise the powers conferred by this Order to prevent or interfere with the access by the Company to any apparatus unless agreed with the Company and in accordance with any reasonable conditions which may be required by the Company or where required by law or for health and safety reasons.', ""The undertaker must give to the Company not less than 28 days' written notice of its intention to exercise powers which will prevent or interfere with the access by the Company to any apparatus."", ""To ensure its compliance with this Part, the undertaker must before carrying out any specified works and at the undertaker's own cost, carry out all surveys reasonably necessary to confirm the actual position of apparatus unless otherwise agreed with the Company in writing, such agreement not to be unreasonably withheld or delayed. The Company shall provide on request any reasonable assistance required from the Company of the location of any apparatus."", 'The undertaker and the Company must each act in good faith and use reasonable endeavours to co-operate with, and provide assistance to, each other as may be required to give effect to the provisions of this Part.']",9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/7/made,PART 7,For the protection of Rhyl Flats Wind Farm Limited
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,Expenses,87,"['Subject to the following provisions of this paragraph, the undertaker must pay to the Company on demand all reasonable charges, costs and expenses reasonably incurred by the Company direct consequence of the execution of any specified works including without limitation in respect of-', 'the approval of plans and method statements;', 'the carrying out of protective works (including any temporary protective works and their removal);', 'the survey of any land, apparatus or works, the inspection and monitoring of any specified works or the installation or removal of any temporary works reasonably necessary in consequence of the execution of any such specified works referred to in this Part of this Schedule; and', 'any additional costs incurred in the decommissioning of Rhyl Flats Offshore Wind Farm as a result of the specified works.']",9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/7/made,PART 7,For the protection of Rhyl Flats Wind Farm Limited
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,Indemnity,88,"['Subject to sub-paragraphs (2) and (3), if by reason or in consequence of the carrying out of any specified works authorised by this Part or in consequence of the construction, use, maintenance or failure of any of the authorised development within 250 metres of the perimeter of the Rhyl Flats Lease Area by or on behalf of the undertaker or in consequence of any act or default of the undertaker (or any person employed or authorised by it) in the course of carrying out any specified works (including without limitation specified works carried out by the undertaker under this Part), there is any subsidence resulting from any of these specified works, or any damage is caused to any apparatus or property of the Company, or as consequence of the specified works, there is any interruption or reduction in any electricity generated by the Company, or the Company becomes liable to pay any amount to any third party, the undertaker will-', 'bear and pay on demand accompanied by an invoice or claim from the Company the cost reasonably and properly incurred by the Company in making good such damage or restoring the supply; and', 'indemnify the Company for any other expenses, loss, demands, proceedings, damages, claims, penalty or costs reasonably and properly incurred by or recovered from the Company, by reason or in consequence of any such damage or interruption or the Company becoming liable to any third party as aforesaid other than arising from any default by the Company,', 'provided that at all times the Company will be under an obligation to take reasonable steps to mitigate its loss.', 'The fact that any act or thing may have been done by the Company on behalf of the undertaker or in accordance with a plan or method statement approved by the Company or in accordance with any requirement of the Company as a consequence of the carrying out of any specified works or under its supervision does not (unless sub-paragraph (3) applies), excuse the undertaker from liability under the provisions of this paragraph unless the Company fails to carry out and execute the works properly with due care and attention and in a skilful and workmanlike manner or in a manner that does not materially accord with the approved plan or as otherwise agreed between the undertaker and the Company.', 'Nothing in sub-paragraph (1) will impose any liability on the undertaker in respect of-', 'any damage or interruption to the extent that it is attributable to the neglect or default of the Company, its officers, employees, contractors or agents;', 'any indirect or consequential loss of any third party (including but not limited to loss of use, revenue, profit, contract, production, increased cost of working or business interruption) arising from any such damage or interruption, which is not reasonably foreseeable.', 'The Company must give the undertaker reasonable notice of any claim or demand and no settlement, admission of liability or compromise or demand, unless payment is required in connection with a statutory compensation scheme, is to be made without first consulting the undertaker and considering its representation.', 'The Company must, in respect of any matter covered by the indemnity given by the undertaker in this paragraph, at all times act reasonably and in the same manner as it would as if settling third party claims on its own behalf from its own funds.']",9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/7/made,PART 7,For the protection of Rhyl Flats Wind Farm Limited
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,Arbitration,89,['Any dispute arising between the undertaker and the Company under this Part must be determined by arbitration under article 44 (arbitration).'],9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/7/made,PART 7,For the protection of Rhyl Flats Wind Farm Limited
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,,90,['The provisions of this Part have effect unless otherwise agreed in writing between the undertaker and Conwy County Borough Council.'],9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/8/made,PART 8,For the protection of Conwy County Borough Council
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,,91,"['In this Part-', '""OPNMP"" means Offshore Piling Noise Monitoring Plan, being the plan prepared by the undertaker in accordance with the Outline OPNMP and approved by Conwy County Borough Council under this Part.', '""Conwy County Borough Council"" means a local authority having its principal offices at Bodlondeb, Bangor Road, Conwy LL32 8DU, and any successor in function as local authority under Part 3 of the Environmental Protection Act 1990 for area of Conwy.', '""Outline offshore piling noise monitoring plan"" or ""outline OPNMP"" means the document certified as such by the Secretary of State under article 40 for the purposes of this Order.']",9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/8/made,PART 8,For the protection of Conwy County Borough Council
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,,92,"['Prior to the commencement of any offshore piling as part of the authorised development the undertaker must submit to, and have approved in writing by Conwy County Borough Council, an OPNMP.', 'The OPNMP submitted and approved under sub-paragraph (1) must be in accordance with the outline OPNMP.']",9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/8/made,PART 8,For the protection of Conwy County Borough Council
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,,93,"['The undertaker may, at any time following approval of an OPNMP under paragraph 92, submit to Conwy County Borough Council for approval a revised OPNMP.', 'Any revised OPNMP submitted and approved under sub-paragraph (1) must be in accordance with the outline OPNMP.', 'Any revised OPNMP will not take effect unless and until approved in writing by Conwy County Borough Council.', 'On the date upon which a revised OPNMP is approved under this paragraph, any other OPNMP previously approved will cease to have effect.']",9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/8/made,PART 8,For the protection of Conwy County Borough Council
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,,94,['The authorised development must be carried out in accordance with the OPNMP approved under paragraph 92 or a revised OPNMP approved under paragraph 93.'],9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/8/made,PART 8,For the protection of Conwy County Borough Council
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,,95,"[""The undertaker will give Conwy County Borough Council not less than 7 working days' notice of the anticipated start date for offshore piling works forming part of the authorised development.""]",9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/8/made,PART 8,For the protection of Conwy County Borough Council
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,,96,['Nothing in any OPNMP may conflict with requirement 4 of Schedule 2 of this Order.'],9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/8/made,PART 8,For the protection of Conwy County Borough Council
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,,97,['Any approval required under this Part must not be unreasonably withheld or delayed.'],9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/8/made,PART 8,For the protection of Conwy County Borough Council
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,,98,"['Any difference or dispute arising between the undertaker and Conwy County Borough Council under this Part must, unless otherwise agreed in writing between the undertaker and Conwy County Borough Council, be determined by arbitration in accordance with article 44 (arbitration).']",9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/8/made,PART 8,For the protection of Conwy County Borough Council
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,,99,['For the protection of Wales and West Utilities as referred to in this part of this Schedule the provisions of this Part have effect unless otherwise agreed in writing between the undertaker and Wales and West Utilities Limited.'],9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/9/made,PART 9,For the protection of Wales and West Utilities
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,,100,"['In this Part-', '""alternative apparatus"" means alternative apparatus adequate to enable Wales and West Utilities to fulfil its statutory functions in a manner no less efficient than previously;', '""apparatus"" means any mains, pipes or other apparatus belonging to or maintained by Wales and West Utilities for the purposes of gas supply; including any structure in which apparatus is or is to be lodged or which will give access to apparatus;', '""authorised development"" has the same meaning as in article 2 (interpretation) of this Order and (unless otherwise specified) for the purposes of this Schedule shall include associated development and the use and maintenance of the authorised development;', '""functions"" includes powers and duties;', '""in"" in a context referring to apparatus or alternative apparatus in land includes a reference to apparatus or alternative apparatus under, over or upon land;', '""plan"" includes all designs, drawings, specifications, method statements, soil reports, programmes, calculations, risk assessments and other documents that are reasonably necessary properly and sufficiently to describe the works to be executed;', '""security infrastructure"" includes cameras, perimeter fencing, fencing and gates and any other security measures required in order to ensure an appropriate level of security in respect of the authorised development or any apparatus;', '""specified work"" means so much of any of the works comprised in the authorised development or activities undertaken in association with the authorised development which:', 'are in, on or under any land purchased, leased, held, appropriated or used under this Order that are near to, or will or may affect, any apparatus the removal of which is not required under paragraph 104 of this Schedule; and/or', 'will or may be situated within 4 metres measured in any direction of any security infrastructure belonging to or maintained by Wales and West Utilities;', '""Wales and West Utilities"" means Wales and West Utilities Limited (Company No. 05046791) whose registered office is at Wales & West House, Spooner Close Coedkernew, Newport, South Wales, NP10 8FZ.']",9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/9/made,PART 9,For the protection of Wales and West Utilities
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,On street apparatus and offshore works,101,"['This Part does not apply to-', 'apparatus in respect of which the relations between the undertaker and Wales and West Utilities are regulated by the provisions of Part 3 (street works in England and Wales) of the 1991 Act; and', 'the offshore works.']",9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/9/made,PART 9,For the protection of Wales and West Utilities
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,Apparatus in streets subject to temporary restriction,102,"['Regardless of the temporary restriction of use of streets under the powers conferred by article 12 (temporary restriction of use of streets), Wales and West Utilities is at liberty at all times to take all necessary access across any such street and to execute and do all such works and things in, upon or under any such street as may be reasonably necessary or desirable to enable it to maintain any apparatus which at the time of the restriction was in that street.']",9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/9/made,PART 9,For the protection of Wales and West Utilities
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,Acquisition of land,103,"['Regardless of any provision of this Order or anything shown on the land plans, the undertaker must not acquire any apparatus otherwise than by agreement of Wales and West Utilities.']",9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/9/made,PART 9,For the protection of Wales and West Utilities
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,Removal of apparatus,104,"[""If, in the exercise of the powers conferred by this Order, the undertaker acquires any interest in any land in which any apparatus is placed or over which access to any apparatus is enjoyed or requires that Wales and West Utilities' apparatus is relocated or diverted, that apparatus must not be removed under this Part, and any right of a utility undertaker to maintain that apparatus in that land and to gain access to it must not be extinguished until alternative apparatus has been constructed and is in operation to the reasonable satisfaction of Wales and West Utilities."", ""If, for the purpose of executing any works in, on or under any land purchased, leased, held, appropriated or used under this Order, the undertaker requires the removal of any apparatus placed in that land, the undertaker must give Wales and West Utilities at least 28 days' written notice of that requirement, together with a plan and section of the work proposed, and of the proposed position of the alternative apparatus to be provided or constructed; and in that case (or if in consequence of the exercise of any of the powers conferred by this Order Wales and West Utilities reasonably needs to remove any of its apparatus) the undertaker must, subject to sub-paragraph (4), afford to Wales and West Utilities the necessary facilities and rights for the construction of alternative apparatus in other land of the undertaker and subsequently for the maintenance of that apparatus."", 'If alternative apparatus or any part of such apparatus is to be constructed elsewhere than in other land of the undertaker, or the undertaker is unable to afford such facilities and rights as are mentioned in sub-paragraph (2) in the land in which the alternative apparatus or part of such apparatus is to be constructed, Wales and West Utilities must, on receipt of a written notice to that effect from the undertaker, as soon as reasonably possible use reasonable endeavours to obtain the necessary facilities and rights in the land in which the alternative apparatus is to be constructed.', 'Any alternative apparatus to be constructed in land of the undertaker under this Part must be constructed in such manner and in such line or situation as may be agreed between Wales and West Utilities and the undertaker or in default of agreement settled by arbitration in accordance with article 44 (arbitration).', 'Wales and West Utilities must, after the alternative apparatus to be provided or constructed has been agreed or settled by arbitration in accordance with article 44 (arbitration), and after the grant to Wales and West Utilities of any such facilities and rights as are referred to in sub-paragraph (2) or (3), proceed without unnecessary delay to construct and bring into operation the alternative apparatus and subsequently to remove any apparatus required by the undertaker to be removed under the provisions of this Part.']",9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/9/made,PART 9,For the protection of Wales and West Utilities
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,Facilities and rights for alternative apparatus,105,"['Where, in accordance with the provisions of this Part, the undertaker affords to Wales and West Utilities facilities and rights for the construction and maintenance in land of the undertaker of alternative apparatus in substitution for apparatus to be removed, those facilities and rights must be granted upon such terms and conditions as may be agreed between the undertaker and Wales and West Utilities or in default of agreement settled by arbitration in accordance with article 44 (arbitration).', 'If the facilities and rights to be afforded by the undertaker in respect of any alternative apparatus, and the terms and conditions subject to which those facilities and rights are to be granted, are in the opinion of the arbitrator less favourable on the whole to Wales and West Utilities than the facilities and rights enjoyed by it in respect of the apparatus to be removed and the terms and conditions to which those facilities and rights are subject, the arbitrator must make such provision for the payment of compensation by the undertaker to Wales and West Utilities as appears to the arbitrator to be reasonable having regard to all the circumstances of the particular case.']",9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/9/made,PART 9,For the protection of Wales and West Utilities
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,Retained apparatus,106,"['Not less than 42 days before starting the execution of any specified works in, on or under any land purchased, held, leased, appropriated or used under this Order that are near to, or will or may affect, any apparatus the removal of which has not been required by the undertaker under paragraph 104(2), the undertaker must submit to Wales and West Utilities a plan, section and description of the works to be executed.', 'Those works must be executed only in accordance with the plan, section and description submitted under sub-paragraph (1) and in accordance with such reasonable requirements as may be made in accordance with sub-paragraph (3) by Wales and West Utilities for the alteration or otherwise for the protection of the apparatus, or for securing access to it, and Wales and West Utilities is entitled to watch and inspect the execution of those works.', 'Any requirements made by Wales and West Utilities under sub-paragraph (2) must be made within a period of 42 days beginning with the date on which a plan, section and description under sub-paragraph (1) is submitted to it.', 'If Wales and West Utilities, in accordance with sub-paragraph (3) and in consequence of the works proposed by the undertaker, reasonably requires the removal of any apparatus and gives written notice to the undertaker of that requirement, the provisions of this Part apply as if the removal of the apparatus had been required by the undertaker under paragraph 104(2).', 'Nothing in this paragraph precludes the undertaker from submitting at any time or from time to time, but in no case less than 28 days before commencing the execution of any works, a new plan instead of the plan, section and description previously submitted, and having done so the provisions of this paragraph apply to and in respect of the new plan, section and description.', 'The undertaker is not required to comply with sub-paragraph (1) in a case of emergency but in that case it must give to Wales and West Utilities notice as soon as is reasonably practicable and a plan, section and description of those works as soon as reasonably practicable subsequently and must comply with sub-paragraph (2) in so far as is reasonably practicable in the circumstances.']",9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/9/made,PART 9,For the protection of Wales and West Utilities
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,Expenses and costs,107,"['Subject to the following provisions of this paragraph, the undertaker must repay to Wales and West Utilities the reasonable expenses reasonably incurred by Wales and West Utilities in, or in connection with, the inspection, removal, alteration or protection of any apparatus or security infrastructure or the construction of any new apparatus or security infrastructure which may be required in consequence of the execution of any such works as are referred to in paragraph 104(2) or any specified work.', 'There will be deducted from any sum payable under sub-paragraph (1) the value of any apparatus removed under the provisions of this Part of this Schedule and which is not re-used as part of the alternative apparatus, that value being calculated after removal.', 'If in accordance with the provisions of this Part of this Schedule and provided that the change is not required by industry standard guidance or legislation-', 'apparatus of better type, of greater capacity or of greater dimensions is placed in substitution for existing apparatus of worse type, of smaller capacity or of smaller dimensions; or', 'apparatus (whether existing apparatus or apparatus substituted for existing apparatus) is placed at a depth greater than the depth at which the existing apparatus was situated,', 'and the placing of apparatus of that type or capacity or of those dimensions or the placing of apparatus at that depth, as the case may be, is not agreed by the undertaker or, in default of agreement, is not determined by arbitration in accordance with article 44 (arbitration) to be necessary, then, if such placing involves cost in the construction of works under this Part of this Schedule exceeding that which would have been involved if the apparatus placed had been of the existing type, capacity or dimensions, or at the existing depth, as the case may be, the amount which apart from this sub-paragraph would be payable to Wales and West Utilities by virtue of sub-paragraph (1) will be reduced by the amount of that excess.', 'Subject to sub-paragraph (2) and (3) if by reason or in consequence of the construction of any such works referred to in paragraph 104(2) or any specified work any damage is caused to any apparatus (other than apparatus the repair of which is not reasonably necessary in view of its intended removal for the purposes of those works) or property of Wales and West Utilities, or there is any interruption in any service provided, or in the supply of any goods, by Wales and West Utilities, the undertaker must-', 'bear and pay the cost reasonably incurred by Wales and West Utilities in making good such damage or restoring the supply; and', 'make reasonable compensation to Wales and West Utilities for any other expenses, loss, damages, penalty or costs incurred by Wales and West Utilities,', 'by reason or in consequence of any such damage or interruption.', 'Nothing in sub-paragraph (1) imposes any liability on the undertaker with respect to any damage or interruption to the extent that it is attributable to the act, neglect or default of Wales and West Utilities, its officers, servants, contractors or agents.', 'Wales and West Utilities must give the undertaker reasonable notice of any claim or demand and no settlement, admission of liability or compromise or demand must be made, unless payment is required in connection with a statutory compensation scheme, without first consulting the undertaker and considering its representations.']",9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/9/made,PART 9,For the protection of Wales and West Utilities
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,Enactments and agreements,109,['Nothing in this Part affects the provisions of any enactment or agreement regulating the relations between the undertaker and Wales and West Utilities in respect of any apparatus in land belonging to the undertaker on the date on which this Order is made.'],9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/9/made,PART 9,For the protection of Wales and West Utilities
The Awel y Mor Offshore Wind Farm Order 2023,2023,1033,Application,110,"['The provisions of this Part have effect for the protection of the Welsh Ministers (""the WM"") as the Highway Authority for the A55, in addition to all other applicable statutory protections, unless otherwise agreed in writing between the undertaker and the WM.']",9,Protective provisions,https://www.legislation.gov.uk/uksi/2023/1033/schedule/9/part/10/made,PART 10,For the protection of Welsh Ministers as Strategic Highway Authority
